"","Date","Cancer group","Metric","Breakdown","Demographic","new","old","ndiff_newOld","propchange_newOld"
"2081",May 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",281,221,60,0.27
"2082",May 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",303,276,27,0.1
"2083",May 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",177,178,-1,-0.01
"2084",May 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",116,117,-1,-0.01
"2085",May 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",79,79,0,0
"2086",May 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",65,NA,NA,NA
"2087",May 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",294,NA,NA,NA
"2088",May 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",25,NA,NA,NA
"2089",May 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",30,NA,NA,NA
"2090",Jun 2020,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",3039,3077,-38,-0.01
"2091",Jun 2020,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Screening",255,263,-8,-0.03
"2092",Jun 2020,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",2321,2339,-18,-0.01
"2093",Jun 2020,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",2990,3005,-15,0
"2094",Jun 2020,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",121,NA,NA,NA
"2095",Jun 2020,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","TWW",254,NA,NA,NA
"2096",Jun 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",145,NA,NA,NA
"2097",Jun 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",46,NA,NA,NA
"2098",Jun 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",253,NA,NA,NA
"2099",Jun 2020,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",36,34,2,0.06
"2100",Jun 2020,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Other",42,41,1,0.02
"2101",Jun 2020,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",224,199,25,0.13
"2102",Jun 2020,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Other",106,102,4,0.04
"2103",Jun 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",127,115,12,0.1
"2104",Jun 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Other",100,98,2,0.02
"2105",Jun 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1887,1889,-2,0
"2106",Jun 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",517,518,-1,0
"2107",Jun 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",235,234,1,0
"2108",Jun 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",617,607,10,0.02
"2109",Jun 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",22,NA,NA,NA
"2110",Jun 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Other",12,NA,NA,NA
"2111",Jun 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","TWW",47,NA,NA,NA
"2112",Jun 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",736,682,54,0.08
"2113",Jun 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Other",244,243,1,0
"2114",Jun 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",940,945,-5,-0.01
"2115",Jun 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",337,343,-6,-0.02
"2116",Jun 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",627,630,-3,0
"2117",Jun 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",480,429,51,0.12
"2118",Jun 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",19,19,0,0
"2119",Jun 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Other",36,37,-1,-0.03
"2120",Jun 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",230,211,19,0.09
"2121",Jun 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Other",117,113,4,0.04
"2122",Jun 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",578,577,1,0
"2123",Jun 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",39,39,0,0
"2124",Jun 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",82,82,0,0
"2125",Jun 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",369,362,7,0.02
"2126",Jun 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",478,484,-6,-0.01
"2127",Jun 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",58,59,-1,-0.02
"2128",Jun 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",95,97,-2,-0.02
"2129",Jun 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",540,524,16,0.03
"2130",Jun 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",92,87,5,0.06
"2131",Jun 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Other",86,88,-2,-0.02
"2132",Jun 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",37,NA,NA,NA
"2133",Jun 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",22,NA,NA,NA
"2134",Jun 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",16,NA,NA,NA
"2135",Jun 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",21,NA,NA,NA
"2136",Jun 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",122,NA,NA,NA
"2137",Jun 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","TWW",132,NA,NA,NA
"2138",Jun 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",137,NA,NA,NA
"2139",Jun 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",86,NA,NA,NA
"2140",Jun 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",238,NA,NA,NA
"2141",Jun 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",60,NA,NA,NA
"2142",Jun 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",70,NA,NA,NA
"2143",Jun 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",205,NA,NA,NA
"2144",Jun 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Other",70,NA,NA,NA
"2145",Jun 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",1300,1232,68,0.06
"2146",Jun 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Other",521,554,-33,-0.06
"2147",Jun 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",163,170,-7,-0.04
"2148",Jun 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",1286,1294,-8,-0.01
"2149",Jun 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",73,NA,NA,NA
"2150",Jun 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",48,NA,NA,NA
"2151",Jun 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",154,154,0,0
"2152",Jun 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",586,585,1,0
"2153",Jun 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",361,359,2,0.01
"2154",Jun 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",40,40,0,0
"2155",Jun 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",187,187,0,0
"2156",Jun 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",114,NA,NA,NA
"2157",Jun 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Other",47,NA,NA,NA
"2158",Jun 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",136,NA,NA,NA
"2159",Jun 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",29,NA,NA,NA
"2160",Jun 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",32,NA,NA,NA
"2161",Jun 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",16,NA,NA,NA
"2162",Jun 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",243,NA,NA,NA
"2163",Jun 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",112,NA,NA,NA
"2164",Jun 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",54,NA,NA,NA
"2165",Jun 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",139,NA,NA,NA
"2166",Jun 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",87,NA,NA,NA
"2167",Jun 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",304,NA,NA,NA
"2168",Jun 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",15,NA,NA,NA
"2169",Jun 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",151,NA,NA,NA
"2170",Jun 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",202,NA,NA,NA
"2171",Jun 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",337,305,32,0.1
"2172",Jun 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Other",109,105,4,0.04
"2173",Jun 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",124,124,0,0
"2174",Jun 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",296,296,0,0
"2175",Jun 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",NA,NA,NA,NA
"2176",Jun 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","TWW",NA,NA,NA,NA
"2177",Jun 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",NA,NA,NA,NA
"2178",Jun 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",NA,NA,NA,NA
"2179",Jun 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",NA,NA,NA,NA
"2180",Jun 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",135,NA,NA,NA
"2181",Jun 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Other",50,NA,NA,NA
"2182",Jun 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",70,NA,NA,NA
"2183",Jun 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",64,NA,NA,NA
"2184",Jun 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",157,NA,NA,NA
"2185",Jun 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",332,NA,NA,NA
"2186",Jun 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Other",92,NA,NA,NA
"2187",Jun 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",61,NA,NA,NA
"2188",Jun 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",214,NA,NA,NA
"2189",Jun 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",374,396,-22,-0.06
"2190",Jun 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",943,955,-12,-0.01
"2191",Jun 2020,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",150,151,-1,-0.01
"2192",Jun 2020,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",316,319,-3,-0.01
"2193",Jun 2020,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",43,NA,NA,NA
"2194",Jun 2020,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","TWW",83,NA,NA,NA
"2195",Jun 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",19,NA,NA,NA
"2196",Jun 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",35,NA,NA,NA
"2197",Jun 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",121,NA,NA,NA
"2198",Jun 2020,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",15,NA,NA,NA
"2199",Jun 2020,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Other",14,NA,NA,NA
"2200",Jun 2020,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",73,76,-3,-0.04
"2201",Jun 2020,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","TWW",84,92,-8,-0.09
"2202",Jun 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",200,193,7,0.04
"2203",Jun 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","TWW",270,267,3,0.01
"2204",Jun 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",44,44,0,0
"2205",Jun 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",54,54,0,0
"2206",Jun 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",303,246,57,0.23
"2207",Jun 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",378,347,31,0.09
"2208",Jun 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",205,210,-5,-0.02
"2209",Jun 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",153,156,-3,-0.02
"2210",Jun 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",80,80,0,0
"2211",Jun 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",97,NA,NA,NA
"2212",Jun 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",329,NA,NA,NA
"2213",Jun 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",25,NA,NA,NA
"2214",Jun 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",30,NA,NA,NA
"2215",Jul 2020,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",3859,3841,18,0
"2216",Jul 2020,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Screening",295,296,-1,0
"2217",Jul 2020,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",2637,2638,-1,0
"2218",Jul 2020,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",3193,3190,3,0
"2219",Jul 2020,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",180,NA,NA,NA
"2220",Jul 2020,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","TWW",296,NA,NA,NA
"2221",Jul 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",173,NA,NA,NA
"2222",Jul 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",45,NA,NA,NA
"2223",Jul 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",319,NA,NA,NA
"2224",Jul 2020,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",28,28,0,0
"2225",Jul 2020,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Other",43,44,-1,-0.02
"2226",Jul 2020,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",240,201,39,0.19
"2227",Jul 2020,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Other",130,123,7,0.06
"2228",Jul 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",138,129,9,0.07
"2229",Jul 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Other",110,104,6,0.06
"2230",Jul 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","TWW",2115,2114,1,0
"2231",Jul 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",594,594,0,0
"2232",Jul 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",270,269,1,0
"2233",Jul 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",776,766,10,0.01
"2234",Jul 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",25,NA,NA,NA
"2235",Jul 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Other",19,NA,NA,NA
"2236",Jul 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","TWW",57,NA,NA,NA
"2237",Jul 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",752,695,57,0.08
"2238",Jul 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Other",309,298,11,0.04
"2239",Jul 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1114,1120,-6,-0.01
"2240",Jul 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",336,337,-1,0
"2241",Jul 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",662,665,-3,0
"2242",Jul 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",607,552,55,0.1
"2243",Jul 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",28,23,5,0.22
"2244",Jul 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Other",46,46,0,0
"2245",Jul 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",264,236,28,0.12
"2246",Jul 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Other",165,162,3,0.02
"2247",Jul 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",644,644,0,0
"2248",Jul 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",43,44,-1,-0.02
"2249",Jul 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",89,89,0,0
"2250",Jul 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",437,419,18,0.04
"2251",Jul 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",492,493,-1,0
"2252",Jul 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",60,59,1,0.02
"2253",Jul 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",78,77,1,0.01
"2254",Jul 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",555,532,23,0.04
"2255",Jul 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",97,92,5,0.05
"2256",Jul 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Other",107,107,0,0
"2257",Jul 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",24,NA,NA,NA
"2258",Jul 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",15,NA,NA,NA
"2259",Jul 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",12,NA,NA,NA
"2260",Jul 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",24,NA,NA,NA
"2261",Jul 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",168,NA,NA,NA
"2262",Jul 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","TWW",173,NA,NA,NA
"2263",Jul 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",195,NA,NA,NA
"2264",Jul 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",92,NA,NA,NA
"2265",Jul 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",266,NA,NA,NA
"2266",Jul 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",51,NA,NA,NA
"2267",Jul 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",91,NA,NA,NA
"2268",Jul 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",215,NA,NA,NA
"2269",Jul 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Other",72,NA,NA,NA
"2270",Jul 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",1290,1220,70,0.06
"2271",Jul 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Other",656,669,-13,-0.02
"2272",Jul 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",168,171,-3,-0.02
"2273",Jul 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",1337,1340,-3,0
"2274",Jul 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",82,NA,NA,NA
"2275",Jul 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",59,NA,NA,NA
"2276",Jul 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",225,226,-1,0
"2277",Jul 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",661,660,1,0
"2278",Jul 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",417,418,-1,0
"2279",Jul 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",33,33,0,0
"2280",Jul 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",280,275,5,0.02
"2281",Jul 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",116,NA,NA,NA
"2282",Jul 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Other",60,NA,NA,NA
"2283",Jul 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",137,NA,NA,NA
"2284",Jul 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",47,NA,NA,NA
"2285",Jul 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",46,NA,NA,NA
"2286",Jul 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",16,NA,NA,NA
"2287",Jul 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",251,NA,NA,NA
"2288",Jul 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",119,NA,NA,NA
"2289",Jul 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",43,NA,NA,NA
"2290",Jul 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",128,NA,NA,NA
"2291",Jul 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",96,NA,NA,NA
"2292",Jul 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",354,NA,NA,NA
"2293",Jul 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",22,NA,NA,NA
"2294",Jul 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",179,NA,NA,NA
"2295",Jul 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",211,NA,NA,NA
"2296",Jul 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",303,276,27,0.1
"2297",Jul 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Other",126,122,4,0.03
"2298",Jul 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",133,133,0,0
"2299",Jul 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",302,302,0,0
"2300",Jul 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",NA,NA,NA,NA
"2301",Jul 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","TWW",NA,NA,NA,NA
"2302",Jul 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",NA,NA,NA,NA
"2303",Jul 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",NA,NA,NA,NA
"2304",Jul 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",NA,NA,NA,NA
"2305",Jul 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",153,NA,NA,NA
"2306",Jul 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Other",73,NA,NA,NA
"2307",Jul 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",70,NA,NA,NA
"2308",Jul 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",68,NA,NA,NA
"2309",Jul 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",208,NA,NA,NA
"2310",Jul 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",354,NA,NA,NA
"2311",Jul 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Other",88,NA,NA,NA
"2312",Jul 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",40,NA,NA,NA
"2313",Jul 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",227,NA,NA,NA
"2314",Jul 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",563,569,-6,-0.01
"2315",Jul 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1245,1246,-1,0
